,Filename,Validation,Label,Start,End
465,20220806_055000_R0.WAV,False,false-positive,3.0,8.0
466,20220806_055000_R1.WAV,False,false-positive,5.5,10.5
467,20220806_055000_R2.WAV,False,false-positive,9.0,14.0
468,20220806_055000_R3.WAV,False,possum,49.0,54.0
469,20220806_055000_R4.WAV,False,possum,87.0,92.0
470,20220806_055000_R5.WAV,False,false-positive,113.0,118.0
471,20220806_180000_R0.WAV,True,false-positive,2.0,7.0
472,20220806_180000_R1.WAV,True,possum,36.5,41.5
473,20220806_180000_R2.WAV,False,possum,43.5,48.5
474,20220806_180000_R3.WAV,False,false-positive,53.0,58.0
475,20220806_180000_R4.WAV,True,false-positive,71.5,76.5
476,20220806_180000_R5.WAV,True,false-positive,216.0,221.0
477,20220806_180000_R6.WAV,False,false-positive,220.5,225.5
478,20220806_180000_R7.WAV,False,possum,258.5,263.5
479,20220806_180000_R8.WAV,False,possum,263.5,268.5
480,20220806_180000_R9.WAV,False,possum,286.5,291.5
481,20220806_181000_R0.WAV,False,false-positive,130.0,135.0
482,20220806_181000_R1.WAV,False,possum,164.5,169.5
483,20220806_181000_R2.WAV,False,possum,207.5,212.5
484,20220806_181000_R3.WAV,True,false-positive,281.0,286.0
485,20220806_181000_R4.WAV,False,possum,287.5,292.5
486,20220806_182000_R0.WAV,True,false-positive,29.0,34.0
487,20220806_182000_R1.WAV,False,false-positive,32.0,37.0
488,20220806_182000_R2.WAV,True,false-positive,36.0,41.0
489,20220806_182000_R3.WAV,False,possum,231.0,236.0
490,20220806_182000_R4.WAV,True,possum,284.0,289.0
491,20220806_183000_R0.WAV,False,false-positive,48.0,53.0
492,20220806_183000_R1.WAV,False,possum,79.0,84.0
493,20220806_183000_R2.WAV,False,false-positive,126.0,131.0
494,20220806_183000_R3.WAV,False,possum,230.0,235.0
495,20220806_183000_R4.WAV,False,false-positive,249.0,254.0
496,20220806_183000_R5.WAV,True,possum,261.5,266.5
497,20220806_184000_R0.WAV,True,false-positive,0.0,5.0
498,20220806_184000_R1.WAV,False,false-positive,6.0,11.0
